Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,Hello and welcome to our short survey. Your answers are completely anonymous and will be grouped together with all others and not looked at on an individual basis. What is your gender?,What is your age?,Which of the following areas of Illinois do you live in?,"If there are any firearms in your home or in any of your household's vehicles, are they...","If you were to obtain a firearm, how would you most likely store it?","If there are any firearms in your HOME, how are they stored? (please choose all that apply)",,,,,,,"If there are any firearms in any of your household's VEHICLES, how are they stored? (Please choose all that apply)",,,,Are there any children or teens living in your home (permanently or occasionally)?,"When your children or teens visit friends or other homes, do you or someone else ever ask about the presence of firearms and how they are stored?","Are there any children or teens EVER VISITING your home (including grandchildren, other relatives, friends or others)?",Have you ever seen or heard information on how and why to store firearms safely?,Would you consider the area you live to be...?,Age,Device Type,Gender,Household Income,Region
118439982513,453292315,10/10/2023 02:14:49 PM,10/10/2023 02:15:05 PM,,,,,f2c163131db356fd73999cd06b,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,"Biometric (Fingerprint, etc.) safe",,,,,,"Biometric (fingerprint, etc.) safe secured to vehicle",,,,Yes,No,,Yes,Suburban,45-60,iOS Phone / Tablet,Male,"$50,000-$74,999",East North Central
118439981921,453292315,10/10/2023 02:13:46 PM,10/10/2023 02:14:30 PM,,,,,c8e0eab9f9eb9403f355e6bda1,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,"Biometric (Fingerprint, etc.) safe",,,,,,,,,No firearms in any household vehicles,Yes,No,,Yes,Suburban,30-44,Android Phone / Tablet,Female,"$75,000-$99,999",East North Central
118439978289,453292315,10/10/2023 02:10:17 PM,10/10/2023 02:10:44 PM,,,,,7cb65e5a6f9fed86d9286892c5,smc,Male,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,,,,,No firearms in home,,,,No firearms in any household vehicles,No,,No,No/don't recall,Suburban,18-29,iOS Phone / Tablet,Male,"$0-$9,999",East North Central
118439971917,453292315,10/10/2023 02:03:26 PM,10/10/2023 02:06:53 PM,,,,,f64c28690f13303aaac062ae56,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Trigger lock,,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Windows Desktop / Laptop,Female,"$100,000-$124,999",East North Central
118439967773,453292315,10/10/2023 01:58:29 PM,10/10/2023 02:01:44 PM,,,,,f4ecc9d37c85301b2d380b4867,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,Yes,No/don't recall,Suburban,> 60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439959118,453292315,10/10/2023 01:50:17 PM,10/10/2023 01:51:08 PM,,,,,79cbb3e5e8ec4f23021b713448,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Suburban,30-44,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439951871,453292315,10/10/2023 01:42:29 PM,10/10/2023 01:43:58 PM,,,,,c10f1baed2e715c3540a1eef1c,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All Unlocked,,,,,,,"Drawer, nightstand or other UNLOCKED area",,,,,No firearms in any household vehicles,No,,No,No/don't recall,Rural,45-60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439945283,453292315,10/10/2023 01:35:04 PM,10/10/2023 01:37:21 PM,,,,,3d1cd7454d54b3add5b1efb89a,smc,Female,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,Yes,No,,No/don't recall,Suburban,18-29,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118439944260,453292315,10/10/2023 01:35:09 PM,10/10/2023 01:36:24 PM,,,,,fa6ec048704044a1422dfa3ddf,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,Cable Lock,,,,,,,,,,,,No,,No,Yes,Suburban,> 60,Android Phone / Tablet,Female,"$0-$9,999",East North Central
118439939470,453292315,10/10/2023 01:30:25 PM,10/10/2023 01:31:54 PM,,,,,2320db6cd03cdce67e6e45b9d3,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,,Trigger Lock,Other type of lock or safe (including locked cabinet or other locked area),,,,,"Trunk, glovebox, under seat or other hidden but unsecured place",,No,,Yes,Yes,Suburban,> 60,iOS Phone / Tablet,Female,Prefer not to answer,East North Central
118439938117,453292315,10/10/2023 01:29:14 PM,10/10/2023 01:30:37 PM,,,,,13d6f981e394c16a7ed58d50c3,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Drawer, nightstand, or other UNLOCKED area in home",,,,,,,,,,,,No,,No,Yes,Suburban,> 60,Android Phone / Tablet,Male,"$50,000-$74,999",East North Central
118439931383,453292315,10/10/2023 01:22:34 PM,10/10/2023 01:24:02 PM,,,,,13779b6a8aa8d43e71e80638bb,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,Locked safe or case (not biometric),,,,,,,,No firearms in any household vehicles,No,,No,Yes,Suburban,45-60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439926631,453292315,10/10/2023 01:19:08 PM,10/10/2023 01:20:02 PM,,,,,bdaaf24b1f36142171c2e977b8,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Drawer, nightstand, or other UNLOCKED area in home",,,,,,,,,,,,No,,No,Yes,Urban/city,45-60,MacOS Desktop / Laptop,Male,"$100,000-$124,999",East North Central
118439923461,453292315,10/10/2023 01:15:17 PM,10/10/2023 01:17:36 PM,,,,,22e4d61642d42bbdaeebaa1ad5,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All Unlocked,,,,Locked safe or case (not biometric),,,,,,,"Trunk, glovebox, under seat or other hidden but unsecured place",,No,,No,Yes,Suburban,45-60,MacOS Desktop / Laptop,Female,"$75,000-$99,999",East North Central
118439923559,453292315,10/10/2023 01:15:35 PM,10/10/2023 01:16:29 PM,,,,,d1f6bf86b381ee5fc35fc9a3b8,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",All locked,,Cable lock,,Locked safe or case (not biometric),,,,,,Locked safe or case (not biometric) secured to vehicle,,,No,,No,Yes,Urban/city,> 60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439916745,453292315,10/10/2023 01:08:08 PM,10/10/2023 01:09:38 PM,,,,,3481199f86db53662b9a29b9af,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,Yes,Urban/city,> 60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439912598,453292315,10/10/2023 01:05:16 PM,10/10/2023 01:05:36 PM,,,,,5f8a734dbe8030802c82cee148,smc,Female,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,"Biometric (fingerprint, etc.) safe secured to vehicle",,,,No,,No,No/don't recall,Urban/city,18-29,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118439910035,453292315,10/10/2023 01:02:52 PM,10/10/2023 01:03:32 PM,,,,,98858a53534f4179365ed20628,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,No/don't recall,Suburban,> 60,MacOS Desktop / Laptop,Male,Prefer not to answer,East North Central
118439910411,453292315,10/10/2023 01:02:53 PM,10/10/2023 01:03:27 PM,,,,,63aac200d67d2664a4beea6d7c,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,Yes,Children not old enough/don't visit other homes,,No/don't recall,Urban/city,45-60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439906978,453292315,10/10/2023 12:59:02 PM,10/10/2023 01:00:23 PM,,,,,f0cd7304b076d6d825a1252a61,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,Yes,No/don't recall,Suburban,> 60,Android Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439903874,453292315,10/10/2023 12:55:46 PM,10/10/2023 12:57:26 PM,,,,,caa6c42c3df1a27f5dd846e79b,smc,Female,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,Yes,No/don't recall,Rural,> 60,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118439895021,453292315,10/10/2023 12:47:56 PM,10/10/2023 12:48:54 PM,,,,,2bb83f43c5fc753bec26b3ed7a,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,Yes,Yes,,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$200,000+",East North Central
118439893565,453292315,10/10/2023 12:46:57 PM,10/10/2023 12:48:33 PM,,,,,d6f7651008e7a4a9ec304f7034,smc,Female,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All locked,,,,,Trigger Lock,,,,,,,No firearms in any household vehicles,Yes,No,,Yes,Suburban,45-60,Windows Desktop / Laptop,Female,"$150,000-$174,999",East North Central
118439893663,453292315,10/10/2023 12:46:44 PM,10/10/2023 12:47:34 PM,,,,,56ea87fd91c228174bd1628606,smc,Female,35-54,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,Yes,Children not old enough/don't visit other homes,,Yes,Suburban,30-44,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439889340,453292315,10/10/2023 12:42:30 PM,10/10/2023 12:43:25 PM,,,,,43f54c7c0741e697550357371b,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,,,,No firearms in any household vehicles,No,,Yes,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$75,000-$99,999",East North Central
118439883686,453292315,10/10/2023 12:35:27 PM,10/10/2023 12:38:17 PM,,,,,0cc999fec4b530c4f1ba2adae4,smc,Male,21-34,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",All locked,,,,Locked safe or case (not biometric),,,,,,,,No firearms in any household vehicles,No,,No,Yes,Rural,18-29,Android Phone / Tablet,Male,"$10,000-$24,999",East North Central
118439883662,453292315,10/10/2023 12:35:47 PM,10/10/2023 12:38:17 PM,,,,,4edcb928c65a34f0f5df6d64e1,smc,Female,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,No,No/don't recall,Suburban,> 60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439881412,453292315,10/10/2023 12:35:50 PM,10/10/2023 12:37:02 PM,,,,,cfc393fe4b051f49d338a0cfa1,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Trigger lock,,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Windows Desktop / Laptop,Female,"$25,000-$49,999",East North Central
118439879213,453292315,10/10/2023 12:32:40 PM,10/10/2023 12:34:12 PM,,,,,5dfabbad51fec81e1cd25e9a0b,smc,Female,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All locked,,,,Locked safe or case (not biometric),,,,,,Locked safe or case (not biometric) secured to vehicle,,,No,,Yes,Yes,Rural,45-60,Android Phone / Tablet,Female,"$10,000-$24,999",East North Central
118439878937,453292315,10/10/2023 12:32:37 PM,10/10/2023 12:33:54 PM,,,,,f7c8945df11326a2c630ce1eb7,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,iOS Phone / Tablet,Female,"$75,000-$99,999",East North Central
118439878101,453292315,10/10/2023 12:32:34 PM,10/10/2023 12:33:07 PM,,,,,6d91743414669d418c5ce13b74,smc,Female,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",All locked,,Cable lock,,,,,,,,Locked safe or case (not biometric) secured to vehicle,,,Yes,Yes,,Yes,Suburban,> 60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439875035,453292315,10/10/2023 12:29:10 PM,10/10/2023 12:30:13 PM,,,,,20109ceca2ff12732589b391c5,smc,Female,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All locked,,Cable lock,,Locked safe or case (not biometric),Trigger Lock,Other type of lock or safe (including locked cabinet or other locked area),,,,,,No firearms in any household vehicles,Yes,Yes,,Yes,Rural,45-60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439870883,453292315,10/10/2023 12:25:39 PM,10/10/2023 12:25:57 PM,,,,,ab378f9ce8a4c1bd6e39dac22e,smc,Female,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All Unlocked,,Cable lock,,,,,"Drawer, nightstand or other UNLOCKED area",,,,"Trunk, glovebox, under seat or other hidden but unsecured place",,Yes,No,,No/don't recall,Suburban,30-44,Android Phone / Tablet,Female,"$100,000-$124,999",East North Central
118439869670,453292315,10/10/2023 12:23:26 PM,10/10/2023 12:24:43 PM,,,,,c27ede0e3997a124bf6fea47ef,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)","Some locked, some unlocked",,Cable lock,"Biometric (Fingerprint, etc.) safe",Locked safe or case (not biometric),Trigger Lock,Other type of lock or safe (including locked cabinet or other locked area),"Drawer, nightstand or other UNLOCKED area",,"Biometric (fingerprint, etc.) safe secured to vehicle",Locked safe or case (not biometric) secured to vehicle,"Trunk, glovebox, under seat or other hidden but unsecured place",No firearms in any household vehicles,Yes,Yes,,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439866322,453292315,10/10/2023 12:19:46 PM,10/10/2023 12:21:21 PM,,,,,1bcd0d5de3733a4ad4c33fcc40,smc,Female,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,No/don't recall,Urban/city,45-60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439858947,453292315,10/10/2023 12:13:24 PM,10/10/2023 12:14:19 PM,,,,,b92dbf8de23f8d6eda37d9f80b,smc,Female,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439854093,453292315,10/10/2023 12:08:46 PM,10/10/2023 12:11:19 PM,,,,,c8886638ca2fdd780b7c9fd2c5,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Windows Desktop / Laptop,Male,"$10,000-$24,999",East North Central
118439854151,453292315,10/10/2023 12:08:32 PM,10/10/2023 12:09:21 PM,,,,,69dcfc016319755e3bb7210233,smc,Female,35-54,"Central (Peoria, Champaign, Springfield, etc.)","Some locked, some unlocked",,,"Biometric (Fingerprint, etc.) safe",,,,"Drawer, nightstand or other UNLOCKED area",,"Biometric (fingerprint, etc.) safe secured to vehicle",,"Trunk, glovebox, under seat or other hidden but unsecured place",,Yes,Yes,,Yes,Rural,45-60,Android Phone / Tablet,Female,"$100,000-$124,999",East North Central
118439847096,453292315,10/10/2023 12:01:47 PM,10/10/2023 12:02:37 PM,,,,,d76fc8dfc6cb63913bc6f97541,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,MacOS Desktop / Laptop,Male,"$75,000-$99,999",East North Central
118439847306,453292315,10/10/2023 12:00:52 PM,10/10/2023 12:02:19 PM,,,,,4d70d9cd13bfb04b17dbd97832,smc,Female,35-54,"Central (Peoria, Champaign, Springfield, etc.)",All Unlocked,,,,,Trigger Lock,,,,,Locked safe or case (not biometric) secured to vehicle,,,Yes,Yes,,Yes,Suburban,30-44,Android Phone / Tablet,Female,"$75,000-$99,999",East North Central
118439843497,453292315,10/10/2023 11:57:13 AM,10/10/2023 11:58:30 AM,,,,,a6248e461aa0bafd5f9ef1e108,smc,Female,35-54,"Central (Peoria, Champaign, Springfield, etc.)","Some locked, some unlocked",,,"Biometric (Fingerprint, etc.) safe",,,Other type of lock or safe (including locked cabinet or other locked area),,,"Biometric (fingerprint, etc.) safe secured to vehicle",Locked safe or case (not biometric) secured to vehicle,,,Yes,Yes,,Yes,Rural,45-60,Android Phone / Tablet,Female,"$10,000-$24,999",East North Central
118439837667,453292315,10/10/2023 11:52:09 AM,10/10/2023 11:52:33 AM,,,,,8dcc9057874d52bb37837c35ae,smc,Female,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All Unlocked,,,,,,,,,,,,,,,,,,,,,,
118439832667,453292315,10/10/2023 11:46:21 AM,10/10/2023 11:47:22 AM,,,,,a44c9cc7f7d0b51f86aed20713,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,No/don't recall,Urban/city,30-44,iOS Phone / Tablet,Female,"$100,000-$124,999",East North Central
118439830682,453292315,10/10/2023 11:43:49 AM,10/10/2023 11:45:25 AM,,,,,ed2f7c4f4033b9af6806362908,smc,Female,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",All Unlocked,,,,,,,"Drawer, nightstand or other UNLOCKED area",,,,,No firearms in any household vehicles,No,,No,No/don't recall,Urban/city,45-60,iOS Phone / Tablet,Female,"$75,000-$99,999",East North Central
118439821888,453292315,10/10/2023 11:35:49 AM,10/10/2023 11:37:10 AM,,,,,72bc9d5b88420bb40552e7e53d,smc,Male,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All locked,,Cable lock,,,,,,,,,,No firearms in any household vehicles,Yes,No,,Yes,Suburban,45-60,Android Phone / Tablet,Male,Prefer not to answer,East North Central
118439820380,453292315,10/10/2023 11:34:57 AM,10/10/2023 11:35:47 AM,,,,,a658fc0ad8326ee2d4b025ce4f,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,No/don't recall,Suburban,45-60,iOS Phone / Tablet,Female,"$0-$9,999",East North Central
118439813526,453292315,10/10/2023 11:30:02 AM,10/10/2023 11:30:16 AM,,,,,37c997d98a94fec471cfae9023,smc,Female,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All Unlocked,,,,Locked safe or case (not biometric),,,,,,,"Trunk, glovebox, under seat or other hidden but unsecured place",,Yes,No,,No/don't recall,Suburban,45-60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439812815,453292315,10/10/2023 11:29:19 AM,10/10/2023 11:30:06 AM,,,,,59736dcca2330523f5cbf6df91,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,No/don't recall,Suburban,> 60,Windows Desktop / Laptop,Female,"$100,000-$124,999",East North Central
118439810094,453292315,10/10/2023 11:25:21 AM,10/10/2023 11:27:01 AM,,,,,2cd1d756966bb6a8c12cbf76a4,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439806786,453292315,10/10/2023 11:23:27 AM,10/10/2023 11:25:22 AM,,,,,aad9db1f2869931a8ad90b4b5c,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,30-44,Windows Desktop / Laptop,Male,"$175,000-$199,999",East North Central
118439805226,453292315,10/10/2023 11:19:41 AM,10/10/2023 11:22:17 AM,,,,,1f3a8a7758e2adc42934575102,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Urban/city,> 60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439801522,453292315,10/10/2023 11:18:20 AM,10/10/2023 11:18:42 AM,,,,,416bbdb076c2a663268d7a4c63,smc,Female,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,Cable lock,,Locked safe or case (not biometric),,,,,,Locked safe or case (not biometric) secured to vehicle,,,Yes,Yes,,Yes,Urban/city,18-29,iOS Phone / Tablet,Female,"$0-$9,999",East North Central
118439795782,453292315,10/10/2023 11:12:25 AM,10/10/2023 11:13:22 AM,,,,,54a000dc7f4e3fea46451bd204,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Rural,> 60,iOS Phone / Tablet,Female,"$200,000+",East North Central
